ISBN_13,titulo,autor
9788580579222.0,É isso Que Eu Faço - Uma Vida de Amor e Guerra,Lynsey Addario
9788580579048.0,Solteirona - O Direito de Escolher a Própria Vida,Kate Bolick
9788580578973.0,A arte do Descaso,Cristina Tardáguila
9788580578737.0,Baía da Esperança,Jojo Moyes
9788580579284.0,O Oráculo Oculto,Rick Riordan
9788580578911.0,Cidade dos Etéreos,Ransom Riggs
9788580579352.0,TED Talks,Chris Anderson
9788580579147.0,Destinos e fúrias,Lauren Groff
9788580579154.0,A Ditadura Acabada,Elio Gaspari
9788580579482.0,Box Coleção Ditadura,Elio Gaspari
9788580579574.0,A Última Carta de Amor ,Jojo Moyes
9788580579246.0,Como eu era antes de você,Jojo Moyes
9788580579079.0,Frank Einstein e o Turbocérebro,Jon Scieszka
9788580579192.0,Os afetos,Rodrigo Hasbún 
9788580579093.0,Garoto 21,Matthew Quick
9788580579253.0,Porcelain,Moby
9788580579529.0,Como Mentir com Estatistica,Darrell Huff
9788580578140.0,F de falcão,Helen Macdonald
9788580579857.0,As Chamas do Paraíso,Robert Jordan
9788551000137.0,Gentil como a gente,Fernanda Gentil
9788580578997.0,Lugar Nenhum,Neil Gaiman
9788580579376.0,Loney,Andrew Michael Hurley
9788580579543.0,Liderança,Alex Ferguson com Michael Moritz
9788580579338.0,A outra história,Tatiana de Rosnay
9788580579055.0,Welcome to Night Vale,Jeffrey Cranor
9788580579550.0,No reino do gelo,Hampton Sides
9788580579451.0,O Adulto,Gillian Flynn
9788580579956.0,O navio das noivas,Jojo Moyes
9788551000267.0,Pó de Lua nas noites em claro,Clarice Freire
9788580579703.0,Nada Mais a Perder,Jojo Moyes
9788551000229.0,Pax,Sara Pennypacker
9788580579529.0,Como Mentir com Estatística,Darrell Huff
9788580579604.0,O dia da morte de Denton Little,Lance Rubin
9788551000076.0,Belgravia ,Julian Fellowes
9788551000038.0,O demônio na Cidade Branca,Erik Larson
9788580579987.0,O tigre,John Vaillant
9788580579437.0,Faca de Água,Paolo Bacigalupi
9788551000304.0,Alerta de risco,Neil Gaiman
9788551000281.0,Avanço,James Frey
9788580579505.0,Box Os Heróis do Olimpo,Rick Riordan
9788551000618.0,Colheita,James Frey
9788580579390.0,Baseado em fatos reais,Delphine de Vigan
9788580579666.0,Biblioteca de Almas,Ransom Riggs
9788580579925.0,Os Dois Terríveis ainda piores,Jory John e Mac Barnett
9788551000007.0,Alerta Vermelho,Bill Browder
9788551000021.0,Garra,Angela Duckworth
9788580579819.0,As mil noites,E.K. Johnston
9788551000625.0,Ilustre Poesia,Pedro Gabriel
9788580578157.0,Como Eu Era Antes de Você,Jojo Moyes
9788580578133.0,Depois de Você,Jojo Moyes
9788580578942.0,Temporada de acidentes,Moïra Fowley-Doyle
9788551000588.0,Os encontros,J. A. Hazeley e J. P. Morris
9788551000489.0,O Hipster,J. A. Hazeley e J. P. Morris
9788551000502.0,A ressaca,J. A. Hazeley e J. P. Morris
9788551000465.0,Manual do usuário - O marido,J. A. Hazeley e J. P. Morris
9788551000441.0,Manual do usuário - A esposa,J. A. Hazeley e J. P. Morris
9788551000052.0,A grana,Cynthia D'Aprix Sweeney
9788551000533.0,Contos peculiares,Ransom Riggs
9788551000830.0,Os Arquivos Perdidos: O Despertar dos Legados,Pittacus Lore
9788580579246.0,Como Eu Era Antes de Você,Jojo Moyes
9788580579413.0,Legado,Hugh Howey
9788551000113.0,O paradoxo do Chimpanzé,Prof. Steve Peters
9788551000403.0,Fãs do impossível,Kate Scelsa
9788551000595.0,Diário de um ladrão de oxigênio,Anônimo
9788580579024.0,Nimona,Noelle Stevenson
9788551000700.0,O Martelo de Thor,Rick Riordan
9788551000809.0,Unidos somos um,Pittacus Lore
9788551000724.0,Deuses americanos,Neil Gaiman
9788551000762.0,Como matar a borboleta-azul,Monica de Bolle
9788551000861.0,"Não se enrola, não",Isabela Freitas
9788551000328.0,A filha perdida,Elena Ferrante
9788551000366.0,Uma noite na praia,Elena Ferrante
9788551000847.0,A garota com a tribal nas costas,Amy Schumer
9788551000182.0,O hotel na Place Vendôme,Tilar J. Mazzeo
9788551000243.0,O guia essencial do vinho: Wine Folly,Madeline Puckette e Justin Hammack
9788580579451.0,O Adulto,Gillian Flynn
9788580579857.0,As Chamas do Paraíso,Robert Jordan
9788580579390.0,Baseado em Fatos Reais,Delphine de Vigan
9788551000151.0,"Enquanto houver champanhe, há esperança",Joaquim Ferreira dos Santos
9788551000663.0,O Som do Amor,Jojo Moyes
9788551000908.0,A Química,Stephenie Meyer
9788580579420.0,Baseado em fatos reais,Delphine de Vigan
9788580579901.0,O cérebro adolescente,Dra. Frances E. Jensen com Amy Ellis Nutt
9788580570663.0,Tony & Susan,Austin Wright
9788580579536.0,Como mentir com estatística,Darrell Huff
9788551000786.0,História da sua vida e outros contos, Ted Chiang 
9788551000748.0,Sully,Chesley Sully Sullenberger com Jeffrey Zaslow
9788551000687.0,O Lar da Srta. Peregrine para Crianças Peculiares,Ransom Riggs
9788551000892.0,Os Arquivos Perdidos: A Caça,Pittacus Lore
9788580573268.0,Como Eu Era Antes de Você,Jojo Moyes
9788580578720.0,Um presente da Tiffany,Melissa Hill
9788580579468.0,O adulto,Gillian Flynn
9788580579918.0,A Última Carta de Amor,Jojo Moyes
9788580579833.0,Belgravia: O passado retorna (Capítulo 10),Julian Fellowes
9788580577860.0,Cinco Minutos,José de Alencar
9788580573923.0,Cinquenta Tons de Cinza,E.L. James
9788580578201.0,Grey,E.L. James
9788580579024.0,Nimona,Noelle Stevenson
9788551002339.0,Fantasma (e-Book),Jason Reynolds
9788551000526.0,Contos Peculiares,Ransom Riggs
9788580578607.0,O regresso,Michael Punke
9788580578607.0,O regresso,Michael Punke
9788580579154.0,A Ditadura Acabada,Elio Gaspari
9788580579369.0,TED Talks: O guia oficial do TED para falar em público,Chris Anderson
9788580578645.0,Depois de você,Jojo Moyes
9788551000717.0,O martelo de Thor,Rick Riordan
9788580578898.0,O Universo numa Casca de Noz - Editora Intrínseca,Stephen Hawking
9788580579499.0,Box Coleção Ditadura,Elio Gaspari
9788580578935.0,"Com amor, Simon",Becky Albertalli
9788580579000.0,Lugar nenhum,Neil Gaiman
9788580578683.0,Trumbo,"
 R$ 
"
9788580579307.0,Linhagem zero,
9788551000311.0,Alerta de Risco,Neil Gaiman
9788580579321.0,Alucinadamente Feliz. Um Livro Engraçado Sobre Coisas Horríveis,Jenny Lawson
9788580579185.0,O amor segundo Buenos Aires,Fernando Scheller
9788580578652.0,Depois de você,Jojo Moyes
9788551000915.0,A química,Stephenie Meyer
9788580579208.0,Os afetos,Rodrigo Hasbún 
,Belgravia,Julian Fellowes
,O Martelo de Thor,Rick Riordan
,Aceitação,Jeff VanderMeer
9788580576337.0,Percy Jackson e os Deuses Gregos,Rick Riordan
9788580576375.0,Sonhos Com Deuses e Monstros,Laini Taylor
9788580575569.0,S.,Doug Dorst
9788580577051.0,Léxico,Max Barry
9788580577112.0,Autoridade,Jeff VanderMeer
9788580575996.0,"Quem é Você, Alasca?",John Green
9788580577464.0,Half Wild,Sally Green
9788580577952.0,A Espada do Verão,Rick Riordan
9788580576443.0,Sniper Americano,Chris Kyle
9788580576313.0,A Nova República ,Lionel Shriver
9788580576207.0,Cinquenta Tons de Cinza,E.L. James
9788580576412.0,As Presas ,Andrew Fukuda
9788580576542.0,Um Mais Um,Jojo Moyes
9788580576481.0,A Economia da Desigualdade,Thomas Piketty
9788580576528.0,Caixa de Pássaros,Josh Malerman
9788580576580.0,Objetos Cortantes ,Gillian Flynn
9788580576139.0,Como o Google Funciona ,Eric Schmidt
9788580576658.0,Até Você Ser Minha,Samantha Hayes
9788580576627.0,Playbook - O Manual da Conquista ,Matt Kuhn
9788580576467.0,Uma Breve História do Tempo ,Stephen Hawking
9788580576764.0,Quase Uma Rockstar,Matthew Quick
9788580576672.0,A Verdade É uma Caverna nas Montanhas Negras,Neil Gaiman
9788580578423.0,O Destino da Número Dez ,Pittacus Lore
9788580576795.0,Pequenas Grandes Mentiras,Liane Moriarty 
9788580576818.0,Ordem,Hugh Howey
9788580576856.0,Selva de Gafanhotos,Andrew Smith
9788580577136.0,Filhotes submarinos ,Seth Casteel
9788580576894.0,A Arte de Pedir,Amanda Palmer
9788580576566.0,A Última Dança de Chaplin,Fabio Stassi 
9788580576696.0,Circo invisível ,Jennifer Egan
9788580576719.0,A segunda pátria,Miguel Sanches Neto
9788580576955.0,Um brinde a isso ,Betty Halbreich 
9788580576733.0,Dentista sinistra ,David Walliams
9788580576979.0,Toda luz que não podemos ver,Anthony Doerr
9788580577150.0,Yaqui Delgado Quer Quebrar a Sua Cara,Meg Medina
9788580576993.0,Os Filhos de Anansi ,Neil Gaiman
9788580576436.0,Isto Não É Um Livro,Keri Smith
9788580576917.0,Brasil: Os Frutos da Guerra ,Neill Lochery
9788580577174.0,Frank Einstein e o Motor Antimatéria ,Jon Scieszka
9788580577013.0,Os Últimos Dias de Nossos Pais,Joël Dicker
9788580576931.0,O Árabe do Futuro,Riad Sattouf
9788580577143.0,Descendência,James Frey
9788580577037.0,Nós,David Nicholls
9788580577228.0,Gelo Negro,Becca Fitzpatrick
9788580577440.0,Navegue a lágrima,Letícia Wierzchowski
9788580577280.0,"Sal, Açúcar, Gordura",Michael Moss
9788580577099.0,O Constante Correr das Horas,Justin Go
9788580577266.0,Para Todos os Garotos que Já Amei,Jenny Han
9788580575910.0,Lugares Escuros,Gillian Flynn
9788580577204.0,Ache Momo de costa a costa,Andrew Knapp
9788580577242.0,O livro sem figuras,B.J. Novak
9788580577303.0,Nêmesis,Peter Evans
9788580577198.0,Cidades de Papel,John Green
9788580577327.0,Como não ser um babaca,Meghan Doherty
9788580577747.0,A Ascensão da Sombra,Robert Jordan
9788580577556.0,Bebês submarinos,Seth Casteel
9788580577396.0,Isla e o Final Feliz,Stephanie Perkins
9788580577075.0,Estação Onze,Emily St. John Mandel
9788580577525.0,Os Guinle,Clóvis Bulcão
9788580576832.0,"Quem é você, Alasca?",John Green
9788580577686.0,"Não Se Iluda, Não",Isabela Freitas
9788580576504.0,Galveston, Nic Pizzolatto 
9788580577419.0,Os dois terríveis,Jory John
9788580577341.0,Moneyball,Michael Lewis
9788580576030.0,Serena,Ron Rash
9788580573411.0,Chama Negra,Alyson Noël
9788580573435.0,Estrela da Noite,Alyson Noël
9788580573404.0,Terra de Sombras,Alyson Noël
9788580573442.0,Os Imortais ,Alyson Noël
9788580574623.0,Box Percy Jackson E Os Olimpianos (5 Volumes),Rick Riordan
9788580576726.0,Biografia de um Livro,Miguel Sanches Neto
9788580577730.0,Grey,E.L. James
9788580576641.0,Half Lies,Sally Green
9788580577877.0,Endgame - A Chave do Céu,James Frey
9788580577495.0,Existência,James Frey
9788580577792.0,Mosquitolândia,David Arnold
9788580577815.0,A Mulher Perfeita É Uma Vaca,Anne-Sophie Girard
9788580577839.0,Notícias: Manual do usuário,Alain de Botton
9788580577709.0,Como a música ficou grátis,Stephen Witt
9788580577600.0,"Linda, Como no Caso do Assassinato de Linda ",Leif GW Persson
9788580577853.0,História do Futuro,Miriam Leitão
9788580577457.0,Plutão ,R. J. Palacio
9788580577655.0,O mundo imaginário de...,Keri Smith
9788580577679.0,Destrua este diário em qualquer lugar,Keri Smith
9788580577549.0,A Coroa de Ptolomeu,Rick Riordan
9788580577891.0,Como Steve Jobs virou Steve Jobs,Brent Schlender e Rick Tetzeli
9788580577648.0,Casa de praia com piscina,Herman Koch
9788580578027.0,Deixado para morrer,Beck Weathers
9788580577990.0,A Febre,Megan Abbott 
9788580577563.0,"Minha professora é um monstro! (Não Sou, não.)",Peter Brown
9788580577631.0,A Sorte do Agora,Matthew Quick
9788580578041.0,A sexta extinção,Elizabeth Kolbert
9788580577112.0,Autoridade,Jeff VanderMeer
9788580578089.0,Surpreendente!,Maurício Gomyde
9788580577976.0,Titia Terrível ,David Walliams
9788580577761.0,João e Maria,Neil Gaiman
9788580577938.0,Sonhos Partidos ,M. O. Walsh 
9788580577914.0,O leitor do trem das 6h27,Jean-Paul Didierlaurent
9788580578225.0,A guerra dos consoles ,Blake J. Harris
9788580577372.0,Sr. Holmes ,Mitch Cullin
9788580578287.0,Elon Musk,Ashlee Vance
9788580578065.0,Um cão chamado Jimmy,Rafael Mantesso
9788580578355.0,Frank Einstein e o eletrodedo ,Jon Scieszka 
9788580578560.0,Operação Impensável ,Vanessa Barbara
9788580578522.0,É possível salvar a Europa?,Thomas Piketty
9788580578317.0,Aliança do Crime ,Dick Lehr
9788580578393.0,Uma História do Mundo,Andrew Marr
9788580578485.0,Primatas da Park Avenue,Wednesday Martin
9788580578508.0,A última viagem do Lusitania,Erik Larson
9788580578164.0,Miniaturista,Jessie Burton
9788580578553.0,Vida e Morte,Stephenie Meyer
9788580573947.0,"Não se apega, não",Isabela Freitas
9788580577785.0,Os Arquivos Perdidos: A Fuga,Pittacus Lore
9788580578249.0,Os Arquivos Perdidos: A Navegadora,Pittacus Lore
9788580578256.0,Os Arquivos Perdidos: Guarda,Pittacus Lore
9788580578416.0,Auggie & Eu,R. J. Palacio
9788580578447.0,Cansei de ser gato: do capim ao sachê ,Amanda Nori
9788580578324.0,Caçadores de trolls,Guillermo del Toro
9788580578379.0,Uma Pergunta Por Dia,Potter Style
9788580578188.0,O Livro Secreto,Grégory Samak
9788580578461.0,"Poder, estilo & ócio",Joyce Pascowitch
9788580577860.0,História do Futuro [Versão Digital],Miriam Leitão
9788580578386.0,Diário extraordinário ,R. J. Palacio
9788580578218.0,Lugares Escuros,Gillian Flynn
9788580578553.0,Crepúsculo ,Stephenie Meyer
9788580577976.0,Tiatia terrível,David Walliams
9788580576535.0,Caixa de Pássaros,Josh Malerman
9788580576078.0,Lugares escuros,Gillian Flynn
9788580577167.0,Yaqui Delgado quer quebrar a sua cara,Meg Medina
9788580577778.0,João e Maria,Neil Gaiman
9788580577334.0,Como não ser um babaca,Meghan Doherty
9788580577969.0,A espada do verão,Rick Riordan
9788580576474.0,Uma Breve História do Tempo,Stephen Hawking
9788580576498.0,A economia da desigualdade,Thomas Piketty
9788580578621.0,"Não se iluda, não",Isabela Freitas
9788580578270.0,Shingaling,R. J. Palacio
9788580577723.0,Grey: Cinquenta Tons de Cinza Pelos Olhos de Christian,E.L. James
9788580576634.0,Playbook,Berney Stinson
9788580578546.0,Crepúsculo/ Vida e morte,Stephenie Meyer
9788580577945.0,Sonhos partidos,M. O. Walsh
9788580578553.0,Crepúsculo,Stephenie Meyer
9788580577273.0,Para todos os garotos que já amei,Jenny Han
9788580577907.0,Como Steve Jobs virou Steve Jobs,Brent Schlender e Rick Tetzeli
9788580578300.0,Elon Musk,Ashlee Vance
9788580576597.0,Sharp Objects: Objetos Cortantes,Gillian Flynn
9788516096861.0,Meu Amigo Bicho-Papão,Osny Mattano Junior
,O rei branco,György Dragomán
9788580576528.0,Caixa de Pássaros: Bird Box,Josh Malerman
9788580578430.0,Operação impensável,Vanessa Barbara
9788580578263.0,Os Arquivos Perdidos: Box digital com 15 e-books,Pittacus Lore
9788580577884.0,Endgame: A chave do céu,James Frey
9788580578294.0,Aliança do crime,Dick Lehr
9788580578409.0,Uma história do mundo,Andrew Marr
,Filhos se Anansi,Neil Gaiman
9788580577921.0,O leitor do trem das 6h27,Jean-Paul Didierlaurent
9788580575958.0,O Sangue do Olimpo,Rick Riordan
,Uma história do mundo,Andrew Marr
,Autoridade,Jeff VanderMeer
9788580577266.0,Para Todos os Garotos que Já Amei,Jenny Han
9780316505451.0,Vida e Morte,Stephenie Meyer
9788580575576.0,Semideuses e Monstros,Rick Riordan
9788580575156.0,A Grande Caçada,Robert Jordan
9788580574616.0,A Maldição do Titã: Graphic Novel,Rick Riordan
9788580576016.0,O Dragão Renascido,Robert Jordan
9788580574944.0,Como trair o herói de um dragão,Cressida Cowell
9788580574715.0,A Garota Que Você Deixou Para Trás,Jojo Moyes
9788580574661.0,A Estrela Que Nunca Vai Se Apagar,Esther Earl
9788580574685.0,Homeland: Como Tudo Começou,Andrew Kaplan
9788580574739.0,Silo,Hugh Howey
9788580574678.0,Os Forasteiros,Michelle Paver
9788580574753.0,Recomeço,Cat Patrick
9788580574593.0,O Código Bro ,Matt Kuhn
9788580574579.0,Salinger,Shane Salerno
9788580573978.0,A Ditadura Envergonhada,Elio Gaspari
9788580574081.0,A Ditadura Escancarada,Elio Gaspari
9788580574326.0,A Ditadura Derrotada,Elio Gaspari
9788580574500.0,A Ditadura Encurralada,Elio Gaspari
9788580574777.0,Olhe Para Mim,Jennifer Egan
9788580574814.0,Guia Rápido Para Uma Vida Longa, David B. Agus
9788580576269.0,A Vingança dos Sete,Pittacus Lore
9788580574791.0,O Segredo do Meu Marido,Liane Moriarty 
9788580576351.0,O Cajado de Serápis,Rick Riordan
9788580574876.0,Schroder,Amity Gaige
9788580574845.0,Uma Questão de Caráter,Paul Tough
9788580574838.0,Restos Humanos,Elizabeth Haynes
9788580574920.0,As Doze Tribos de Hattie,Ayana Mathis 
9788580574975.0,O Que Me Faz Pular,Naoki Higashida
9788580576108.0,365 Dias Extraordinários,R. J. Palacio
9788580574890.0,A Loja de Tudo,Brad Stone
9788580574999.0,O Discurso Faça Boa Arte,Neil Gaiman
9788580575071.0,Claros Sinais de Loucura,Karen Harrington
9788580575033.0,Iluminadas,Lauren Beukes
9788580575057.0,Catástrofe,Max Hastings
9788580575132.0,O Rei de Amarelo,Robert W. Chambers
9788580575224.0,A Mulher Silenciosa,A.S.A. Harrison
9788580575170.0,Réquiem,Lauren Oliver
9788580575118.0,A verdade sobre o caso Harry Quebert,Joël Dicker
9788580575019.0,A Culpa é das Estrelas,John Green
9788580575231.0,Tempos Extremos,Miriam Leitão
9788580575255.0,Orange Is The New Black,Piper Kerman
9788580575279.0,Escola de Equitação Para Moças,Anton DiSclafani
9788580575200.0,Briga de Cachorro Grande,Fred Vogelstein
9788580574951.0,O Menino de Vestido,David Walliams
9788580575026.0,Como Treinar O Seu Dragão,Cressida Cowell
9788580575330.0,"Não Se Apega, Não",Isabela Freitas
9788580575446.0,A Pequena Cozinha em Paris,Rachel Khoo
9788580575354.0,Passarinho,Crystal Chan
9788580575293.0,Ele Está de Volta,Timur Vermes
9788580575484.0,O Inverno de Frankie Machine,Don Winslow
9788580575378.0,A Verdade Sobre Nós,Amanda Grace
9788580575811.0,O Capital no Século XXI,Thomas Piketty
9788580575637.0,Aniquilação,Jeff VanderMeer
9788580575590.0,Half Bad,Sally Green
9788580575613.0,O Espelho do Tempo,Catherine Fisher
9788580575736.0,Cozinhar,Michael Pollan
9788580575958.0,O Sangue do Olimpo ,Rick Riordan
9788580574173.0,The Leftovers,Tom Perrotta
9788580575460.0,Os Lança-Chamas,Rachel Kushner
9788580575507.0,Fantasma,Jason Reynolds
9788580574555.0,Cidades de Papel,John Green
9788580575705.0,Pó de Lua ,Clarice Freire
9788580574944.0,Como trair o herói de um dragão,Cressida Cowell
9788580575781.0,Flash Boys,Michael Lewis
9788580575521.0,Uma Constelação de Fenômenos Vitais,Anthony Marra
9788580575682.0,A Busca,Daniel Yergin
9788580575866.0,Circuito de Mentiras,Juliet Macur
9788580575729.0,Termine Este Livro,Keri Smith
9788580575767.0,Destrua Este Diário,Keri Smith
9788580574531.0,O Herói Perdido,Rick Riordan
9788580575545.0,A 25ª Hora,Virgil Gheorghiu
9788580574166.0,Destrua Este Diário,Keri Smith
9788580575392.0,O Ladrão de Raios,Rick Riordan
9788580575408.0,O Mar de Monstros,Rick Riordan
9788580575415.0,A Maldição do Titã,Rick Riordan
9788580575422.0,A Batalha do Labirinto,Rick Riordan
9788580575439.0,O Último Olimpiano,Rick Riordan
9788580575651.0,Os Arquivos Perdidos: Os Legados do Número Cinco,Pittacus Lore
9788580571806.0,O Filho De Netuno,Rick Riordan
9788580576054.0,Garota Exemplar,Gillian Flynn
9788580575927.0,O dia seguinte,Rhidian Brook
9788580575972.0,Senhor Fedor,David Walliams
9788580576092.0,Queria ver você feliz,Adriana Falcão 
9788580576085.0,O Capítulo do Julian,R. J. Palacio
9788580571868.0,Endgame,James Frey
9788580576061.0,Listografia,Lisa Nola
9788580576184.0,Ache Momo,Andrew Knapp
9788580575316.0,Um Elefante Quase Incomoda Muita Gente,David Walliams
9788580575699.0,Arte Como Terapia,Alain de Botton
9788580576290.0,Segundo ,Pedro Gabriel
9788580576214.0,Não Sou Uma Dessas,Lena Dunham
9788580575903.0,Filme Noturno,Marisha Pessl
9788580575170.0,Réquiem,Lauren Oliver
9788580576238.0,Max Perkins,A. Scott Berg
9788580576405.0,Cachorros Submarinos,Seth Casteel
9788580576252.0,O Presente do Meu Grande Amor,Stephanie Perkins
9788580576160.0,Annie,Thomas Meehan
9788580575095.0,A Marca de Atena,Rick Riordan
9788598078373.0,A Menina que Roubava Livros,Markus Zusak
9788580576610.0,Origens,James Frey
9788580575675.0,"Quem é Você, Alasca?",John Green
9788580574562.0,O Teorema Katherine,John Green
9788580574913.0,Percy Jackson E Os Olimpianos,Rick Riordan
